id,title,artist,full_lyrics,reff_lyrics,emotion
231,teman muka dua,fake friends,kesal sama teman yang suka nyinyir. di depan baik-baik di belakang beda. yang katanya support malah judge. hati dongkol sama kelakuan kamu. kalau lagi butuh bantuan dateng. kalau udah senang langsung hilang. cuma mau enaknya saja. jadi lintah darat yang nyebelin. . marah sama sifat manfaat kamu. cinta temen cuma kalau butuh doang. kau sibuk cari keuntungan pribadi. hati egois nggak pernah kasih balik. sebel banget sama sifat pelit. ada hitung-hitungan dalam persahabatan. berubah jadi pedagang friendship. milik pasar malam mentalitas kamu,marah sama sifat manfaat kamu. cinta temen cuma kalau butuh doang. kau sibuk cari keuntungan pribadi. hati egois nggak pernah kasih balik,marah
232,dibohongin terus,liar detector,kesal banget sama kamu yang hobi ngibul. mulut kayak comberan keluar sampah terus. yang bener apa sih dari omongan kamu. hati udah muak ditipu berkali-kali. bohong kecil bohong besar semua ada. kayak bernapas udah jadi kebiasaan. lagi percaya eh dibohongin lagi. jadi skeptis sama semua orang. . marah sama tukang bohong kayak kamu. cinta kebenaran nggak ada sama sekali. kau sibuk bikin cerita fiksi saja. hati pembohong nggak punya harga diri. sebel deh udah cape dikelabuin. ada penyakit apa mulut kamu. berubah jadi mesin pembuat hoax. milik politikus kayaknya lidah kamu,marah sama tukang bohong kayak kamu. cinta kebenaran nggak ada sama sekali. kau sibuk bikin cerita fiksi saja. hati pembohong nggak punya harga diri,marah
233,pacar materialistis,gold digger blues,kesal sama pacar yang cuma mikir duit. kalau nggak dibeliin mahal langsung ngambek. yang penting harta bukan hati. cinta jadi transaksi bisnis aja. bandingkan terus sama cowok lain. yang kaya raya mobilnya mewah. sibuk ngeliat yang punya lebih. jadi stress sendiri pacaran gini. . marah sama sifat materialistis kamu. cinta kok diukur dari tebal dompet. kau jadi perhitungan banget orangnya. hati udah jadi mesin atm. sebel banget sama tuntutan kamu. ada harga untuk setiap kasih sayang. berubah jadi toko kelontong. milik pedagang kayaknya jiwa kamu,marah sama sifat materialistis kamu. cinta kok diukur dari tebal dompet. kau jadi perhitungan banget orangnya. hati udah jadi mesin atm,marah
234,bos yang kejam,corporate slave,kesal sama bos yang suka sewenang-wenang. karyawan cuma jadi budak modern saja. yang penting profit dia nggak peduli. hati rakyat kecil kayak kita diabaikan. overtime terus tapi gaji segitu saja. kalau komplain malah diancam pecat. sibuk eksploitasi tenaga kerja. jadi diktator di kantor sendiri. . marah sama sistem yang nggak adil. cinta kemanusiaan hilang total. kau yang atasan harusnya melindungi. hati budak perusahaan udah sakit. sebel banget sama arogansi kamu. ada kuasa sedikit langsung sombong. berubah jadi monster kapitalis. milik neraka dunia kayaknya tempat kerja,marah sama sistem yang nggak adil. cinta kemanusiaan hilang total. kau yang atasan harusnya melindungi. hati budak perusahaan udah sakit,marah
235,dosen killer,mahasiswa stress,kesal sama dosen yang hobi nyusahin. mahasiswa cuma objek kekuasaan saja. yang penting ego dia terpuaskan. hati kami jadi korban kesombongan. nilai sesuka hati tanpa objektif. kalau nggak nyogok susah lulus. sibuk pamer gelar sama jabatan. jadi raja kecil di kampus. . marah sama pendidik yang korup. cinta ilmu pengetahuan dijual murah. kau yang guru harusnya mendidik. hati mahasiswa malah disakitin. sebel banget sama abuse of power. ada titel langsung lupa diri. berubah jadi preman berdasi. milik mafia kayaknya sistem pendidikan,marah sama pendidik yang korup. cinta ilmu pengetahuan dijual murah. kau yang guru harusnya mendidik. hati mahasiswa malah disakitin,marah
236,sistem zonasi,orang tua murid,kesal sama sistem zonasi yang aneh. anak pintar nggak bisa masuk sekolah favorit. yang deket rumah tapi kualitas jelek. hati orangtua jadi dilema berat. prestasi nggak dihargai sama sekali. yang penting alamat ktp doang. sibuk bikin aturan nggak masuk akal. jadi bingung sendiri nasib anak. . marah sama kebijakan yang ngaco. cinta pendidikan berkualitas dihalangi. kau yang pemerintah harusnya mikir. hati rakyat jadi korban eksperimen. sebel banget sama trial and error. ada yang salah sama sistem ini. berubah jadi undian berhadiah. milik kasino kayaknya sekolah negeri,marah sama kebijakan yang ngaco. cinta pendidikan berkualitas dihalangi. kau yang pemerintah harusnya mikir. hati rakyat jadi korban eksperimen,marah
237,rekan kerja toxic,office drama,kesal sama rekan kerja yang suka nyinyir. credit grabber yang licik dan curang. yang susah-susah kita yang kerjain. hati dongkol sama kelakuan dia. laporan salah kita yang disalahin. sukses dikit dia yang claim. sibuk cari muka sama atasan. jadi penjilat professional. . marah sama backstabber kayak dia. cinta teamwork cuma di mulut saja. kau yang rekan jadi musuh dalam selimut. hati kotor tersembunyi di balik senyuman. sebel banget sama politik kantor. ada yang busuk dari karakter dia. berubah jadi ular berbisa. milik laboratorium kayaknya dna dia,marah sama backstabber kayak dia. cinta teamwork cuma di mulut saja. kau yang rekan jadi musuh dalam selimut. hati kotor tersembunyi di balik senyuman,marah
238,guru favoritis,siswa tertindas,kesal sama guru yang pilih kasih. murid kaya dimanja murid miskin diabaikan. yang penting amplop tebal bukan prestasi. hati kami jadi sakit diperlakukan beda. pertanyaan sama jawaban beda nilai. anak konglomerat pasti menang terus. sibuk cari keuntungan pribadi. jadi pedagang ijazah. . marah sama pendidik yang diskriminatif. cinta keadilan hilang dari kelas. kau yang guru harusnya tidak memihak. hati murid miskin jadi terabaikan. sebel banget sama korupsi moral. ada harga untuk setiap nilai bagus. berubah jadi tengkulak pendidikan. milik pasar gelap kayaknya sekolah ini,marah sama pendidik yang diskriminatif. cinta keadilan hilang dari kelas. kau yang guru harusnya tidak memihak. hati murid miskin jadi terabaikan,marah
239,hrd yang sadis,employee rights,kesal sama hrd yang nggak ada hatinya. karyawan sakit tetap harus masuk. yang penting absen penuh bonus naik. hati manusia dijadikan robot. cuti hamil dipotong gaji. sakit dikit langsung sp. sibuk ngatur kayak algojo. jadi warden penjara korporat. . marah sama sistem yang nggak manusiawi. cinta work life balance cuma slogan. kau yang hr harusnya peduli karyawan. hati budak modern udah nggak tahan. sebel banget sama aturan gila. ada yang salah sama empati kamu. berubah jadi mesin penghancur jiwa. milik pabrik kayaknya mentalitas kamu,marah sama sistem yang nggak manusiawi. cinta work life balance cuma slogan. kau yang hr harusnya peduli karyawan. hati budak modern udah nggak tahan,marah
240,skripsi ditolak terus,mahasiswa abadi,kesal sama dosen pembimbing yang rewel. revisi nggak ada habisnya sampe pusing. yang kemarin oke sekarang salah lagi. hati udah capek dipermainkan gini. standar berubah-ubah sesuka hati. kayak main tebak-tebakan berhadiah. sibuk cari kesalahan melulu. jadi editor dari neraka. . marah sama pembimbing yang sadis. cinta mahasiswa untuk lulus diabaikan. kau yang dosen harusnya membimbing. hati kami malah disiksa mental. sebel banget sama ego kamu. ada kepuasan ngeliat kami menderita. berubah jadi algojo akademik. milik rumah sakit jiwa cocok buat kamu,marah sama pembimbing yang sadis. cinta mahasiswa untuk lulus diabaikan. kau yang dosen harusnya membimbing. hati kami malah disiksa mental,marah
241,sistem magang eksploitatif,intern slave,kesal sama perusahaan yang ngejar gratisan. magang jadi budak tanpa bayaran. yang belajar katanya tapi disuruh-suruh. hati mahasiswa cuma jadi tumbal. kerja full time tapi statusnya intern. coffee boy dan cleaning service digabung. sibuk nguras tenaga muda. jadi vampir energi. . marah sama eksploitasi berkedok edukasi. cinta pembelajaran cuma topeng. kau yang perusahaan harusnya fair. hati generasi muda jadi korban. sebel banget sama sistem ngibul. ada yang salah sama moral bisnis. berubah jadi perbudakan modern. milik zaman dulu kayaknya mental kamu,marah sama eksploitasi berkedok edukasi. cinta pembelajaran cuma topeng. kau yang perusahaan harusnya fair. hati generasi muda jadi korban,marah
242,koruptor bebas,rakyat tertindas,kesal sama negara yang pilih kasih. koruptor milyaran cuma hukuman ringan. yang mencuri ayam masuk penjara. hati rakyat jadi sakit melihat realita. pencuri duit negara malah dilindungi. rakyat kecil diinjak-injak terus. sibuk lindungi kroni dan kawan. jadi mafia berjas dan berdasi. . marah sama sistem hukum yang buta. cinta keadilan cuma di pengadilan saja. kau yang hakim harusnya adil. hati nurani udah dijual murah. sebel banget sama permainan politik. ada yang busuk dari akar sistem. berubah jadi sirkus hukum. milik badut kayaknya pengadilan kita,marah sama sistem hukum yang buta. cinta keadilan cuma di pengadilan saja. kau yang hakim harusnya adil. hati nurani udah dijual murah,marah
243,politikus munafik,pemilih kecewa,kesal sama politikus yang suka ngibul. janji kampanye cuma angin surga. yang katanya pro rakyat ternyata pro kantong. hati pemilih jadi mainan politik. lima tahunan muncul minta suara. habis menang langsung hilang entah kemana. sibuk ngurus bisnis pribadi. jadi pengusaha pake jabatan. . marah sama wakil rakyat yang palsu. cinta konstituennya cuma pas kampanye. kau yang dipilih harusnya melayani. hati rakyat malah dikhianatin. sebel banget sama sandiwara politik. ada yang salah sama sistem demokrasi. berubah jadi teater absurd. milik sinetron kayaknya parlemen kita,marah sama wakil rakyat yang palsu. cinta konstituennya cuma pas kampanye. kau yang dipilih harusnya melayani. hati rakyat malah dikhianatin,marah
244,aparat yang premanisme,korban razia,kesal sama aparat yang suka palak. razia jadi ajang pemerasan massal. yang katanya penegak hukum jadi perampok. hati rakyat kecil jadi korban setiap hari. tilang fiktif buat isi kantong pribadi. kalau nggak sogok urusan jadi ribet. sibuk cari kambing hitam. jadi preman berseragam. . marah sama oknum yang korup. cinta ketertiban cuma kedok. kau yang bertugas harusnya melindungi. hati rakyat malah dirampok. sebel banget sama abuse of power. ada yang salah sama mental aparat. berubah jadi sindikat jalanan. milik gangster kayaknya seragam itu,marah sama oknum yang korup. cinta ketertiban cuma kedok. kau yang bertugas harusnya melindungi. hati rakyat malah dirampok,marah
245,media yang hoax,truth seeker,kesal sama media yang suka sensasi. berita bohong disebarkan tanpa verifikasi. yang penting clickbait dan rating tinggi. hati masyarakat jadi korban manipulasi. fitnah dan black campaign jadi makanan. kalau ada yang bayar langsung digoreng. sibuk bikin konten sampah. jadi pabrik kebencian. . marah sama jurnalisme murahan. cinta kebenaran dijual murah. kau yang wartawan harusnya objektif. hati rakyat malah dipecah belah. sebel banget sama buzzer bayaran. ada yang busuk dari etika profesi. berubah jadi dealer informasi palsu. milik penyebar virus kayaknya media ini,marah sama jurnalisme murahan. cinta kebenaran dijual murah. kau yang wartawan harusnya objektif. hati rakyat malah dipecah belah,marah
246,konglomerat pelit,buruh pabrik,kesal sama bos besar yang kikir banget. untung milyaran tapi gaji karyawan kecil. yang kaya makin kaya miskin makin miskin. hati buruh cuma jadi alat produksi. bonus dikit aja udah dihitung-hitung. kalau rugi karyawan yang kena phk. sibuk koleksi mobil mewah. jadi naga yang rakus harta. . marah sama ketimpangan yang sadis. cinta kemanusiaan hilang karena duit. kau yang kapitalis harusnya berbagi. hati rakyat kecil udah nggak sanggup. sebel banget sama exploitation. ada yang salah sama sistem ekonomi. berubah jadi vampir penghisap darah. milik monster kayaknya mental pengusaha,marah sama ketimpangan yang sadis. cinta kemanusiaan hilang karena duit. kau yang kapitalis harusnya berbagi. hati rakyat kecil udah nggak sanggup,marah
247,pelayanan publik jelek,warga negara,kesal sama pelayanan yang lelet banget. birokrasi ribet kayak labirin setan. yang harusnya satu hari jadi seminggu. hati rakyat jadi stress ngurusin dokumen. meja ke meja disuruh bolak-balik. kalau nggak ada uang pelicin susah. sibuk persulit rakyat sendiri. jadi mafia berseragam pns. . marah sama aparatur yang malas. cinta pelayanan cuma di spanduk. kau yang digaji negara harusnya pro aktif. hati rakyat malah dibikin sengsara. sebel banget sama mental feodal. ada yang salah sama budaya kerja. berubah jadi raja-raja kecil. milik kerajaan kayaknya kantor pemerintah,marah sama aparatur yang malas. cinta pelayanan cuma di spanduk. kau yang digaji negara harusnya pro aktif. hati rakyat malah dibikin sengsara,marah
248,diskriminasi sara,minority voice,kesal sama orang yang sukanya racism. agama dan suku jadi alat diskriminasi. yang beda keyakinan langsung dijauhin. hati minoritas jadi sasaran kebencian. hate speech bertebaran di medsos. kalau ada kasus langsung dibawa sara. sibuk adu domba antar kelompok. jadi provokator professional. . marah sama intoleransi yang merajalela. cinta kebhinekaan cuma jargon kosong. kau yang mayoritas harusnya melindungi. hati sesama bangsa malah disakitin. sebel banget sama ekstremisme. ada yang salah sama pendidikan karakter. berubah jadi teroris sosial. milik zaman kegelapan kayaknya mental ini,marah sama intoleransi yang merajalela. cinta kebhinekaan cuma jargon kosong. kau yang mayoritas harusnya melindungi. hati sesama bangsa malah disakitin,marah
249,hukum tajam ke bawah,justice warrior,kesal sama hukum yang nggak seimbang. orang kaya bisa beli keadilan. yang miskin langsung divonis berat. hati rakyat jelata jadi korban sistem. lawyer mahal cuma buat yang mampu. kalau nggak ada duit nasib sial. sibuk melindungi yang berkuasa. jadi budak kapitalisme hukum. . marah sama keadilan yang dijual. cinta truth and justice cuma mimpi. kau yang penegak hukum harusnya netral. hati wong cilik malah diinjak-injak. sebel banget sama double standard. ada kasta dalam sistem peradilan. berubah jadi aristokrasi hukum. milik feodal kayaknya pengadilan kita,marah sama keadilan yang dijual. cinta truth and justice cuma mimpi. kau yang penegak hukum harusnya netral. hati wong cilik malah diinjak-injak,marah
